Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game,Home Team ID,Visiting Team ID
2025-03-16,22400983,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,WAS,East,Southeast,No,No,1610612746,1610612764
2025-03-16,22400978,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,ATL,East,Southeast,No,Yes,1610612751,1610612737
2025-03-16,22400979,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,ORL,East,Southeast,No,Yes,1610612739,1610612753
2025-03-16,22400981,7:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,UTA,West,Northwest,Yes,Yes,1610612750,1610612762
2025-03-16,22400976,1:00 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,PHI,East,Atlantic,No,No,1610612742,1610612755
2025-03-16,22400977,3:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,PHX,West,Pacific,Yes,Yes,1610612747,1610612756
2025-03-17,22400992,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MEM,West,Southwest,No,Yes,1610612758,1610612763
2025-03-17,22400991,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,TOR,East,Atlantic,No,No,1610612756,1610612761
2025-03-17,22400990,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DEN,West,Northwest,No,Yes,1610612744,1610612743
2025-03-17,22400984,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MIA,East,Southeast,No,Yes,1610612752,1610612748
2025-03-17,22400988,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,ORL,East,Southeast,No,No,1610612759,1610612753
2025-03-17,22400987,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DET,East,Central,No,No,1610612740,1610612765
2025-03-17,22400986,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,IND,East,Central,No,No,1610612750,1610612754
2025-03-17,22400985,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHI,East,Atlantic,No,No,1610612745,1610612755
2025-03-17,22400989,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,CHI,East,Central,No,No,1610612762,1610612741
2025-03-18,22400993,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612766,1610612737
2025-03-18,22400994,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,BKN,East,Atlantic,Yes,Yes,1610612738,1610612751
2025-03-18,22400995,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,WAS,East,Southeast,No,No,1610612757,1610612764
2025-03-18,22400996,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIL,East,Central,No,No,1610612747,1610612749
2025-03-18,22400997,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,CLE,East,Central,No,No,1610612746,1610612739
2025-03-19,22401009,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CLE,East,Central,No,No,1610612758,1610612739
2025-03-19,22401008,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MEM,West,Southwest,No,Yes,1610612757,1610612763
2025-03-19,22401007,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,CHI,East,Central,No,No,1610612756,1610612741
2025-03-19,22401006,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,DEN,West,Northwest,No,Yes,1610612747,1610612743
2025-03-19,22401005,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,TOR,East,Atlantic,No,No,1610612744,1610612761
2025-03-19,22401004,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,LAC,West,Pacific,No,Yes,1610612762,1610612746
2025-03-19,22401002,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,PHI,East,Atlantic,No,No,1610612760,1610612755
2025-03-19,22401000,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,DET,East,Central,No,Yes,1610612748,1610612765
2025-03-19,22400999,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,HOU,West,Southwest,No,No,1610612753,1610612745
2025-03-19,22400998,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,DAL,West,Southwest,No,No,1610612754,1610612742
2025-03-19,22401003,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,NYK,East,Atlantic,No,No,1610612759,1610612752
2025-03-19,22401001,7:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,NOP,West,Southwest,No,Yes,1610612750,1610612740
2025-03-20,22401010,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,NYK,East,Atlantic,No,Yes,1610612766,1610612752
2025-03-20,22401011,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,BKN,East,Atlantic,No,Yes,1610612754,1610612751
2025-03-20,22401012,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,MIL,East,Central,No,No,1610612744,1610612749
2025-03-20,22401013,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CHI,East,Central,No,No,1610612758,1610612741
2025-03-21,22401023,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MEM,West,Southwest,No,Yes,1610612746,1610612763
2025-03-21,22401022,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,DEN,West,Northwest,Yes,Yes,1610612757,1610612743
2025-03-21,22401021,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,CLE,East,Central,No,No,1610612756,1610612739
2025-03-21,22401020,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,BOS,East,Atlantic,No,No,1610612762,1610612738
2025-03-21,22401019,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,DET,East,Central,No,No,1610612742,1610612765
2025-03-21,22401016,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,NOP,West,Southwest,No,Yes,1610612750,1610612740
2025-03-21,22401017,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,CHA,East,Southeast,No,No,1610612760,1610612766
2025-03-21,22401018,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,PHI,East,Atlantic,No,No,1610612759,1610612755
2025-03-21,22401014,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612764,1610612753
2025-03-21,22401015,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,HOU,West,Southwest,No,No,1610612748,1610612745
2025-03-22,22401024,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,BKN,East,Atlantic,No,Yes,1610612754,1610612751
2025-03-22,22401025,7:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,GSW,West,Pacific,No,No,1610612737,1610612744
2025-03-22,22401026,8:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,WAS,East,Southeast,No,Yes,1610612752,1610612764
2025-03-22,22401027,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MIL,East,Central,No,No,1610612758,1610612749
2025-03-22,22401028,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,CHI,East,Central,No,No,1610612747,1610612741
2025-03-23,22401036,9:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,OKC,West,Northwest,No,Yes,1610612746,1610612760
2025-03-23,22401035,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DEN,West,Northwest,No,Yes,1610612745,1610612743
2025-03-23,22401034,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,BOS,East,Atlantic,No,No,1610612757,1610612738
2025-03-23,22401032,6:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHA,East,Southeast,Yes,Yes,1610612748,1610612766
2025-03-23,22401031,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,PHI,East,Atlantic,No,Yes,1610612737,1610612755
2025-03-23,22401030,3:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,CLE,East,Central,No,No,1610612762,1610612739
2025-03-23,22401029,3:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,NOP,West,Southwest,No,No,1610612765,1610612740
2025-03-23,22401033,6:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,SAS,West,Southwest,No,No,1610612761,1610612759
2025-03-24,22401043,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIL,East,Central,No,No,1610612756,1610612749
2025-03-24,22401044,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,BOS,East,Atlantic,No,No,1610612758,1610612738
2025-03-24,22401042,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,CHI,East,Central,No,No,1610612743,1610612741
2025-03-24,22401039,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,TOR,East,Atlantic,No,Yes,1610612764,1610612761
2025-03-24,22401040,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,DAL,West,Southwest,No,No,1610612751,1610612742
2025-03-24,22401037,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIN,West,Northwest,No,No,1610612754,1610612750
2025-03-24,22401041,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,PHI,East,Atlantic,No,No,1610612740,1610612755
2025-03-24,22401038,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,LAL,West,Pacific,No,No,1610612753,1610612747
2025-03-25,22401045,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612766,1610612753
2025-03-25,22401046,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,SAS,West,Southwest,No,No,1610612765,1610612759
2025-03-25,22401047,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,GSW,West,Pacific,No,No,1610612748,1610612744
2025-03-25,22401048,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,DAL,West,Southwest,No,No,1610612752,1610612742
2025-03-25,22401049,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,ATL,East,Southeast,No,No,1610612745,1610612737
2025-03-25,22401050,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MEM,West,Southwest,No,Yes,1610612762,1610612763
2025-03-25,22401051,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,CLE,East,Central,No,No,1610612757,1610612739
2025-03-25,22401052,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,OKC,West,Northwest,No,Yes,1610612758,1610612760
2025-03-26,22401053,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,WAS,East,Southeast,No,Yes,1610612755,1610612764
2025-03-26,22401057,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIL,East,Central,No,No,1610612743,1610612749
2025-03-26,22401056,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,LAC,West,Pacific,No,No,1610612752,1610612746
2025-03-26,22401055,7:30 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,LAL,West,Pacific,No,No,1610612754,1610612747
2025-03-26,22401054,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612751,1610612761
2025-03-26,22401058,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,BOS,East,Atlantic,No,No,1610612756,1610612738
2025-03-27,22401060,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,DAL,West,Southwest,No,No,1610612753,1610612742
2025-03-27,22401066,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,POR,West,Northwest,No,Yes,1610612758,1610612757
2025-03-27,22401065,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,HOU,West,Southwest,No,Yes,1610612762,1610612745
2025-03-27,22401059,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,SAS,West,Southwest,No,No,1610612739,1610612759
2025-03-27,22401063,8:00 pm ET,United Center,Chicago,CHI,East,Central,LAL,West,Pacific,No,No,1610612741,1610612747
2025-03-27,22401062,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612748,1610612737
2025-03-27,22401064,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MEM,West,Southwest,No,Yes,1610612760,1610612763
2025-03-27,22401061,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,IND,East,Central,No,Yes,1610612764,1610612754
2025-03-28,22401067,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CLE,East,Central,Yes,Yes,1610612765,1610612739
2025-03-28,22401068,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,LAC,West,Pacific,No,No,1610612751,1610612746
2025-03-28,22401069,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CHA,East,Southeast,No,Yes,1610612761,1610612766
2025-03-28,22401070,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,NYK,East,Atlantic,No,Yes,1610612749,1610612752
2025-03-28,22401071,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,PHX,West,Pacific,No,Yes,1610612750,1610612756
2025-03-28,22401072,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,GSW,West,Pacific,No,Yes,1610612740,1610612744
2025-03-28,22401073,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,UTA,West,Northwest,Yes,Yes,1610612743,1610612762
2025-03-29,22401080,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,BOS,East,Atlantic,No,No,1610612759,1610612738
2025-03-29,22401079,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,IND,East,Central,No,No,1610612760,1610612754
2025-03-29,22401078,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,LAL,West,Pacific,No,Yes,1610612763,1610612747
2025-03-29,22401076,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIA,East,Southeast,No,Yes,1610612755,1610612748
2025-03-29,22401075,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,BKN,East,Atlantic,No,Yes,1610612764,1610612751
2025-03-29,22401074,5:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,SAC,West,Pacific,No,No,1610612753,1610612758
2025-03-29,22401077,8:00 pm ET,United Center,Chicago,CHI,East,Central,DAL,West,Southwest,No,No,1610612741,1610612742
2025-03-30,22401081,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,LAC,West,Pacific,No,No,1610612739,1610612746
2025-03-30,22401082,6:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,POR,West,Northwest,No,No,1610612752,1610612757
2025-03-30,22401083,7:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,ATL,East,Southeast,No,Yes,1610612749,1610612737
2025-03-30,22401084,7:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,DET,East,Central,No,No,1610612750,1610612765
2025-03-30,22401085,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,CHA,East,Southeast,No,No,1610612740,1610612766
2025-03-30,22401086,7:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,GSW,West,Pacific,No,Yes,1610612759,1610612744
2025-03-30,22401087,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612755,1610612761
2025-03-30,22401088,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,HOU,West,Southwest,No,Yes,1610612756,1610612745
2025-03-31,22401096,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,HOU,West,Southwest,No,Yes,1610612747,1610612745
2025-03-31,22401094,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,CHI,East,Central,No,No,1610612760,1610612741
2025-03-31,22401095,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,BKN,East,Atlantic,No,No,1610612742,1610612751
2025-03-31,22401092,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,MIA,East,Southeast,Yes,Yes,1610612764,1610612748
2025-03-31,22401091,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,LAC,West,Pacific,No,No,1610612753,1610612746
2025-03-31,22401090,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,SAC,West,Pacific,No,No,1610612754,1610612758
2025-03-31,22401089,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,UTA,West,Northwest,No,No,1610612766,1610612762
2025-03-31,22401093,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,BOS,East,Atlantic,No,No,1610612763,1610612738
2025-04-01,22401102,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612743,1610612750
2025-04-01,22401101,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,PHX,West,Pacific,No,No,1610612749,1610612756
2025-04-01,22401097,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,POR,West,Northwest,No,No,1610612737,1610612757
2025-04-01,22401099,8:00 pm ET,United Center,Chicago,CHI,East,Central,TOR,East,Atlantic,No,Yes,1610612741,1610612761
2025-04-01,22401098,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612752,1610612755
2025-04-01,22401100,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,GSW,West,Pacific,No,Yes,1610612763,1610612744
2025-04-02,22401103,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,NYK,East,Atlantic,No,Yes,1610612739,1610612752
2025-04-02,22401104,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CHA,East,Southeast,No,Yes,1610612754,1610612766
2025-04-02,22401105,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,SAC,West,Pacific,No,No,1610612764,1610612758
2025-04-02,22401106,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,MIA,East,Southeast,No,Yes,1610612738,1610612748
2025-04-02,22401107,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,UTA,West,Northwest,No,Yes,1610612745,1610612762
2025-04-02,22401108,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DET,East,Central,No,No,1610612760,1610612765
2025-04-02,22401109,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,ATL,East,Southeast,No,No,1610612742,1610612737
2025-04-02,22401110,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAS,West,Southwest,No,Yes,1610612743,1610612759
2025-04-02,22401111,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,NOP,West,Southwest,No,Yes,1610612746,1610612740
2025-04-03,22401117,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612747,1610612744
2025-04-03,22401116,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,POR,West,Northwest,No,No,1610612761,1610612757
2025-04-03,22401114,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MEM,West,Southwest,No,No,1610612748,1610612763
2025-04-03,22401113,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIN,West,Northwest,No,No,1610612751,1610612750
2025-04-03,22401115,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIL,East,Central,No,Yes,1610612755,1610612749
2025-04-03,22401112,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612764,1610612753
2025-04-04,22401118,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,SAC,West,Pacific,No,No,1610612766,1610612758
2025-04-04,22401119,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,UTA,West,Northwest,No,No,1610612754,1610612762
2025-04-04,22401120,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,PHX,West,Pacific,No,No,1610612738,1610612756
2025-04-04,22401121,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,DET,East,Central,No,Yes,1610612761,1610612765
2025-04-04,22401122,8:00 pm ET,United Center,Chicago,CHI,East,Central,POR,West,Northwest,No,No,1610612741,1610612757
2025-04-04,22401123,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,OKC,West,Northwest,No,Yes,1610612745,1610612760
2025-04-04,22401124,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,CLE,East,Central,No,No,1610612759,1610612739
2025-04-04,22401125,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DEN,West,Northwest,No,Yes,1610612744,1610612743
2025-04-04,22401126,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NOP,West,Southwest,No,Yes,1610612747,1610612740
2025-04-04,22401127,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DAL,West,Southwest,No,Yes,1610612746,1610612742
2025-04-05,22401132,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DAL,West,Southwest,No,Yes,1610612746,1610612742
2025-04-05,22401131,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MIL,East,Central,No,Yes,1610612748,1610612749
2025-04-05,22401128,3:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,NYK,East,Atlantic,No,Yes,1610612737,1610612752
2025-04-05,22401130,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIN,West,Northwest,No,No,1610612755,1610612750
2025-04-05,22401129,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MEM,West,Southwest,No,No,1610612765,1610612763
2025-04-06,22401135,3:30 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAL,West,Pacific,No,Yes,1610612760,1610612747
2025-04-06,22401136,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,UTA,West,Northwest,No,No,1610612737,1610612762
2025-04-06,22401137,6:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,WAS,East,Southeast,No,Yes,1610612738,1610612764
2025-04-06,22401138,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,SAC,West,Pacific,No,No,1610612739,1610612758
2025-04-06,22401139,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,SAS,West,Southwest,No,Yes,1610612757,1610612759
2025-04-06,22401140,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHX,West,Pacific,No,No,1610612752,1610612756
2025-04-06,22401141,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,ORL,East,Southeast,No,No,1610612740,1610612753
2025-04-06,22401142,8:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,IND,East,Central,No,No,1610612743,1610612754
2025-04-06,22401143,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,HOU,West,Southwest,No,Yes,1610612744,1610612745
2025-04-06,22401133,1:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,CHI,East,Central,No,Yes,1610612766,1610612741
2025-04-06,22401134,3:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612751,1610612761
2025-04-07,22401144,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,SAC,West,Pacific,No,No,1610612765,1610612758
2025-04-07,22401145,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,PHI,East,Atlantic,No,Yes,1610612748,1610612755
2025-04-08,22401155,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,SAS,West,Southwest,No,Yes,1610612746,1610612759
2025-04-08,22401154,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612756,1610612744
2025-04-08,22401153,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAL,West,Pacific,No,Yes,1610612760,1610612747
2025-04-08,22401152,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MIN,West,Northwest,No,No,1610612749,1610612750
2025-04-08,22401150,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,NOP,West,Southwest,No,No,1610612751,1610612740
2025-04-08,22401149,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612753,1610612737
2025-04-08,22401148,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,WAS,East,Southeast,No,Yes,1610612754,1610612764
2025-04-08,22401147,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,CHI,East,Central,Yes,Yes,1610612739,1610612741
2025-04-08,22401146,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MEM,West,Southwest,No,No,1610612766,1610612763
2025-04-08,22401151,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612752,1610612738
2025-04-09,22401166,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,HOU,West,Southwest,No,Yes,1610612746,1610612745
2025-04-09,22401165,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,DEN,West,Northwest,No,Yes,1610612758,1610612743
2025-04-09,22401164,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,OKC,West,Northwest,No,Yes,1610612756,1610612760
2025-04-09,22401163,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,SAS,West,Southwest,No,Yes,1610612744,1610612759
2025-04-09,22401160,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIA,East,Southeast,No,Yes,1610612741,1610612748
2025-04-09,22401161,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,NOP,West,Southwest,No,No,1610612749,1610612740
2025-04-09,22401159,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,LAL,West,Pacific,No,Yes,1610612742,1610612747
2025-04-09,22401158,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CHA,East,Southeast,No,Yes,1610612761,1610612766
2025-04-09,22401157,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,PHI,East,Atlantic,No,Yes,1610612764,1610612755
2025-04-09,22401156,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,BOS,East,Atlantic,No,Yes,1610612753,1610612738
2025-04-09,22401162,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,POR,West,Northwest,Yes,Yes,1610612762,1610612757
2025-04-10,22401170,9:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIN,West,Northwest,No,Yes,1610612763,1610612750
2025-04-10,22401168,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CLE,East,Central,Yes,Yes,1610612754,1610612739
2025-04-10,22401167,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,NYK,East,Atlantic,No,Yes,1610612765,1610612752
2025-04-10,22401169,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,ATL,East,Southeast,No,Yes,1610612751,1610612737
2025-04-11,22401185,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,HOU,West,Southwest,No,Yes,1610612747,1610612745
2025-04-11,22401184,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612758,1610612746
2025-04-11,22401183,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,GSW,West,Pacific,No,Yes,1610612757,1610612744
